tool,provider,algorithm_id,display_name,group,detection_method
Python,cv2,cv2.FarnebackOpticalFlow.empty,empty() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.getDefaultName,getDefaultName() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.getFastPyramids,getFastPyramids() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.getFlags,getFlags() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.getNumIters,getNumIters() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.getNumLevels,getNumLevels() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.getPolyN,getPolyN() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.getPolySigma,getPolySigma() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.getPyrScale,getPyrScale() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.getWinSize,getWinSize() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.read,read(fn) -> None,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.save,save(filename) -> None,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.setFastPyramids,setFastPyramids(fastPyramids) -> None,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.setFlags,setFlags(flags) -> None,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.setNumIters,setNumIters(numIters) -> None,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.setNumLevels,setNumLevels(numLevels) -> None,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.setPolyN,setPolyN(polyN) -> None,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.setPolySigma,setPolySigma(polySigma) -> None,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.setPyrScale,setPyrScale(pyrScale) -> None,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.setWinSize,setWinSize(winSize) -> None,OpenCV General,class_methods
Python,cv2,cv2.FarnebackOpticalFlow.write,write(fs) -> None,OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.clear,clear() -> None,OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.compute,"compute(image, keypoints[, descriptors]) -> keypoints, descriptors",OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.create,"create([, threshold[, nonmaxSuppression[, type]]]) -> retval",OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.defaultNorm,defaultNorm() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.descriptorSize,descriptorSize() -> retval,OpenCV Features,class_methods
Python,cv2,cv2.FastFeatureDetector.descriptorType,descriptorType() -> retval,OpenCV Features,class_methods
Python,cv2,cv2.FastFeatureDetector.detect,"detect(image[, mask]) -> keypoints",OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.detectAndCompute,"detectAndCompute(image, mask[, descriptors[, useProvidedKeypoints]]) -> keypoints, descriptors",OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.empty,empty() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.getDefaultName,getDefaultName() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.getNonmaxSuppression,getNonmaxSuppression() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.getThreshold,getThreshold() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.getType,getType() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.read,read(fileName) -> None,OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.save,save(filename) -> None,OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.setNonmaxSuppression,setNonmaxSuppression(f) -> None,OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.setThreshold,setThreshold(threshold) -> None,OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.setType,setType(type) -> None,OpenCV General,class_methods
Python,cv2,cv2.FastFeatureDetector.write,write(fileName) -> None,OpenCV General,class_methods
Python,cv2,cv2.Feature2D.clear,clear() -> None,OpenCV General,class_methods
Python,cv2,cv2.Feature2D.compute,"compute(image, keypoints[, descriptors]) -> keypoints, descriptors",OpenCV General,class_methods
Python,cv2,cv2.Feature2D.defaultNorm,defaultNorm() -> retval,OpenCV General,class_methods
Python,cv2,cv2.Feature2D.descriptorSize,descriptorSize() -> retval,OpenCV Features,class_methods
Python,cv2,cv2.Feature2D.descriptorType,descriptorType() -> retval,OpenCV Features,class_methods
Python,cv2,cv2.Feature2D.detect,"detect(image[, mask]) -> keypoints",OpenCV General,class_methods
Python,cv2,cv2.Feature2D.detectAndCompute,"detectAndCompute(image, mask[, descriptors[, useProvidedKeypoints]]) -> keypoints, descriptors",OpenCV General,class_methods
Python,cv2,cv2.Feature2D.empty,empty() -> retval,OpenCV General,class_methods
Python,cv2,cv2.Feature2D.getDefaultName,getDefaultName() -> retval,OpenCV General,class_methods
Python,cv2,cv2.Feature2D.read,read(fileName) -> None,OpenCV General,class_methods
Python,cv2,cv2.Feature2D.save,save(filename) -> None,OpenCV General,class_methods
Python,cv2,cv2.Feature2D.write,write(fileName) -> None,OpenCV General,class_methods
Python,cv2,cv2.FileNode.at,at(i) -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.empty,empty() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.getNode,getNode(nodename) -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.isInt,isInt() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.isMap,isMap() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.isNamed,isNamed() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.isNone,isNone() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.isReal,isReal() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.isSeq,isSeq() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.isString,isString() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.keys,keys() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.mat,mat() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.name,name() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.rawSize,rawSize() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.real,real() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.size,size() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.string,string() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileNode.type,type() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileStorage.endWriteStruct,endWriteStruct() -> None,OpenCV General,class_methods
Python,cv2,cv2.FileStorage.getFirstTopLevelNode,getFirstTopLevelNode() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileStorage.getFormat,getFormat() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileStorage.getNode,getNode(nodename) -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileStorage.isOpened,isOpened() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileStorage.open,"open(filename, flags[, encoding]) -> retval",OpenCV General,class_methods
Python,cv2,cv2.FileStorage.release,release() -> None,OpenCV General,class_methods
Python,cv2,cv2.FileStorage.releaseAndGetString,releaseAndGetString() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FileStorage.root,"root([, streamidx]) -> retval",OpenCV General,class_methods
Python,cv2,cv2.FileStorage.startWriteStruct,"startWriteStruct(name, flags[, typeName]) -> None",OpenCV General,class_methods
Python,cv2,cv2.FileStorage.write,"write(name, val) -> None",OpenCV General,class_methods
Python,cv2,cv2.FileStorage.writeComment,"writeComment(comment[, append]) -> None",OpenCV General,class_methods
Python,cv2,cv2.FlannBasedMatcher.add,add(descriptors) -> None,OpenCV General,class_methods
Python,cv2,cv2.FlannBasedMatcher.clear,clear() -> None,OpenCV General,class_methods
Python,cv2,cv2.FlannBasedMatcher.clone,"clone([, emptyTrainData]) -> retval",OpenCV General,class_methods
Python,cv2,cv2.FlannBasedMatcher.create,create() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FlannBasedMatcher.empty,empty() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FlannBasedMatcher.getDefaultName,getDefaultName() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FlannBasedMatcher.getTrainDescriptors,getTrainDescriptors() -> retval,OpenCV Features,class_methods
Python,cv2,cv2.FlannBasedMatcher.isMaskSupported,isMaskSupported() -> retval,OpenCV General,class_methods
Python,cv2,cv2.FlannBasedMatcher.knnMatch,"knnMatch(queryDescriptors, trainDescriptors, k[, mask[, compactResult]]) -> matches",OpenCV General,class_methods
Python,cv2,cv2.FlannBasedMatcher.match,"match(queryDescriptors, trainDescriptors[, mask]) -> matches",OpenCV General,class_methods
Python,cv2,cv2.FlannBasedMatcher.radiusMatch,"radiusMatch(queryDescriptors, trainDescriptors, maxDistance[, mask[, compactResult]]) -> matches",OpenCV General,class_methods
Python,cv2,cv2.FlannBasedMatcher.read,read(fileName) -> None,OpenCV General,class_methods
Python,cv2,cv2.FlannBasedMatcher.save,save(filename) -> None,OpenCV General,class_methods
Python,cv2,cv2.FlannBasedMatcher.train,train() -> None,OpenCV General,class_methods
Python,cv2,cv2.FlannBasedMatcher.write,write(fileName) -> None,OpenCV General,class_methods
Python,cv2,cv2.GArray.Any,GArray.Any,OpenCV General,class_methods
Python,cv2,cv2.GArray.Bool,GArray.Bool,OpenCV General,class_methods
Python,cv2,cv2.GArray.Double,GArray.Double,OpenCV General,class_methods
Python,cv2,cv2.GArray.Float,GArray.Float,OpenCV General,class_methods
Python,cv2,cv2.GArray.GMat,GArray.GMat,OpenCV General,class_methods
Python,cv2,cv2.GArray.Int,GArray.Int,OpenCV General,class_methods
Python,cv2,cv2.GArray.Int64,GArray.Int64,OpenCV General,class_methods
Python,cv2,cv2.GArray.Mat,GArray.Mat,OpenCV General,class_methods
Python,cv2,cv2.GArray.Point,GArray.Point,OpenCV General,class_methods
Python,cv2,cv2.GArray.Point2f,GArray.Point2f,OpenCV General,class_methods
Python,cv2,cv2.GArray.Point3f,GArray.Point3f,OpenCV General,class_methods
Python,cv2,cv2.GArray.Prim,GArray.Prim,OpenCV General,class_methods
Python,cv2,cv2.GArray.Rect,GArray.Rect,OpenCV General,class_methods
Python,cv2,cv2.GArray.Scalar,GArray.Scalar,OpenCV General,class_methods
Python,cv2,cv2.GArray.Size,GArray.Size,OpenCV General,class_methods
Python,cv2,cv2.GArray.String,GArray.String,OpenCV General,class_methods
Python,cv2,cv2.GArray.UInt64,GArray.UInt64,OpenCV General,class_methods
Python,cv2,cv2.GArrayT.type,type() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GComputation.apply,"apply(callback[, args]) -> retval",OpenCV General,class_methods
Python,cv2,cv2.GComputation.compileStreaming,"compileStreaming(in_metas[, args]) -> retval",OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.clear,clear() -> None,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.compute,"compute(image, keypoints[, descriptors]) -> keypoints, descriptors",OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.create,"create([, maxCorners[, qualityLevel[, minDistance[, blockSize[, useHarrisDetector[, k]]]]]]) -> retval",OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.defaultNorm,defaultNorm() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.descriptorSize,descriptorSize() -> retval,OpenCV Features,class_methods
Python,cv2,cv2.GFTTDetector.descriptorType,descriptorType() -> retval,OpenCV Features,class_methods
Python,cv2,cv2.GFTTDetector.detect,"detect(image[, mask]) -> keypoints",OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.detectAndCompute,"detectAndCompute(image, mask[, descriptors[, useProvidedKeypoints]]) -> keypoints, descriptors",OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.empty,empty() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.getBlockSize,getBlockSize() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.getDefaultName,getDefaultName() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.getGradientSize,getGradientSize() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.getHarrisDetector,getHarrisDetector() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.getK,getK() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.getMaxFeatures,getMaxFeatures() -> retval,OpenCV Features,class_methods
Python,cv2,cv2.GFTTDetector.getMinDistance,getMinDistance() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.getQualityLevel,getQualityLevel() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.read,read(fileName) -> None,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.save,save(filename) -> None,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.setBlockSize,setBlockSize(blockSize) -> None,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.setGradientSize,setGradientSize(gradientSize_) -> None,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.setHarrisDetector,setHarrisDetector(val) -> None,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.setK,setK(k) -> None,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.setMaxFeatures,setMaxFeatures(maxFeatures) -> None,OpenCV Features,class_methods
Python,cv2,cv2.GFTTDetector.setMinDistance,setMinDistance(minDistance) -> None,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.setQualityLevel,setQualityLevel(qlevel) -> None,OpenCV General,class_methods
Python,cv2,cv2.GFTTDetector.write,write(fileName) -> None,OpenCV General,class_methods
Python,cv2,cv2.GIn,GIn,OpenCV General,introspection
Python,cv2,cv2.GInferInputs.setInput,"setInput(name, value) -> retval",OpenCV General,class_methods
Python,cv2,cv2.GInferListInputs.setInput,"setInput(name, value) -> retval",OpenCV General,class_methods
Python,cv2,cv2.GInferListOutputs.at,at(name) -> retval,OpenCV General,class_methods
Python,cv2,cv2.GInferOutputs.at,at(name) -> retval,OpenCV General,class_methods
Python,cv2,cv2.GKernelPackage.size,size() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GMatDesc.asInterleaved,asInterleaved() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GMatDesc.asPlanar,asPlanar() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GMatDesc.withDepth,withDepth(ddepth) -> retval,OpenCV General,class_methods
Python,cv2,cv2.GMatDesc.withSize,withSize(sz) -> retval,OpenCV General,class_methods
Python,cv2,cv2.GMatDesc.withSizeDelta,withSizeDelta(delta) -> retval,OpenCV General,class_methods
Python,cv2,cv2.GMatDesc.withType,"withType(ddepth, dchan) -> retval",OpenCV General,class_methods
Python,cv2,cv2.GOpaque.Any,GOpaque.Any,OpenCV General,class_methods
Python,cv2,cv2.GOpaque.Bool,GOpaque.Bool,OpenCV General,class_methods
Python,cv2,cv2.GOpaque.Double,GOpaque.Double,OpenCV General,class_methods
Python,cv2,cv2.GOpaque.Float,GOpaque.Float,OpenCV General,class_methods
Python,cv2,cv2.GOpaque.Int,GOpaque.Int,OpenCV General,class_methods
Python,cv2,cv2.GOpaque.Int64,GOpaque.Int64,OpenCV General,class_methods
Python,cv2,cv2.GOpaque.Point,GOpaque.Point,OpenCV General,class_methods
Python,cv2,cv2.GOpaque.Point2f,GOpaque.Point2f,OpenCV General,class_methods
Python,cv2,cv2.GOpaque.Point3f,GOpaque.Point3f,OpenCV General,class_methods
Python,cv2,cv2.GOpaque.Prim,GOpaque.Prim,OpenCV General,class_methods
Python,cv2,cv2.GOpaque.Rect,GOpaque.Rect,OpenCV General,class_methods
Python,cv2,cv2.GOpaque.Size,GOpaque.Size,OpenCV General,class_methods
Python,cv2,cv2.GOpaque.String,GOpaque.String,OpenCV General,class_methods
Python,cv2,cv2.GOpaque.UInt64,GOpaque.UInt64,OpenCV General,class_methods
Python,cv2,cv2.GOpaqueT.type,type() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GOut,GOut,OpenCV General,introspection
Python,cv2,cv2.GStreamingCompiled.pull,pull() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GStreamingCompiled.running,running() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GStreamingCompiled.setSource,setSource(callback) -> None,OpenCV General,class_methods
Python,cv2,cv2.GStreamingCompiled.start,start() -> None,OpenCV General,class_methods
Python,cv2,cv2.GStreamingCompiled.stop,stop() -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHough.clear,clear() -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHough.detect,"detect(image[, positions[, votes]]) -> positions, votes",OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHough.empty,empty() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHough.getCannyHighThresh,getCannyHighThresh() -> retval,OpenCV Edge Detection,class_methods
Python,cv2,cv2.GeneralizedHough.getCannyLowThresh,getCannyLowThresh() -> retval,OpenCV Edge Detection,class_methods
Python,cv2,cv2.GeneralizedHough.getDefaultName,getDefaultName() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHough.getDp,getDp() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHough.getMaxBufferSize,getMaxBufferSize() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHough.getMinDist,getMinDist() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHough.read,read(fn) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHough.save,save(filename) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHough.setCannyHighThresh,setCannyHighThresh(cannyHighThresh) -> None,OpenCV Edge Detection,class_methods
Python,cv2,cv2.GeneralizedHough.setCannyLowThresh,setCannyLowThresh(cannyLowThresh) -> None,OpenCV Edge Detection,class_methods
Python,cv2,cv2.GeneralizedHough.setDp,setDp(dp) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHough.setMaxBufferSize,setMaxBufferSize(maxBufferSize) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHough.setMinDist,setMinDist(minDist) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHough.setTemplate,"setTemplate(templ[, templCenter]) -> None",OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHough.write,write(fs) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.clear,clear() -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.detect,"detect(image[, positions[, votes]]) -> positions, votes",OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.empty,empty() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.getCannyHighThresh,getCannyHighThresh() -> retval,OpenCV Edge Detection,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.getCannyLowThresh,getCannyLowThresh() -> retval,OpenCV Edge Detection,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.getDefaultName,getDefaultName() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.getDp,getDp() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.getLevels,getLevels() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.getMaxBufferSize,getMaxBufferSize() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.getMinDist,getMinDist() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.getVotesThreshold,getVotesThreshold() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.read,read(fn) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.save,save(filename) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.setCannyHighThresh,setCannyHighThresh(cannyHighThresh) -> None,OpenCV Edge Detection,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.setCannyLowThresh,setCannyLowThresh(cannyLowThresh) -> None,OpenCV Edge Detection,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.setDp,setDp(dp) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.setLevels,setLevels(levels) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.setMaxBufferSize,setMaxBufferSize(maxBufferSize) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.setMinDist,setMinDist(minDist) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.setTemplate,"setTemplate(templ[, templCenter]) -> None",OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.setVotesThreshold,setVotesThreshold(votesThreshold) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughBallard.write,write(fs) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.clear,clear() -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.detect,"detect(image[, positions[, votes]]) -> positions, votes",OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.empty,empty() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getAngleEpsilon,getAngleEpsilon() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getAngleStep,getAngleStep() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getAngleThresh,getAngleThresh() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getCannyHighThresh,getCannyHighThresh() -> retval,OpenCV Edge Detection,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getCannyLowThresh,getCannyLowThresh() -> retval,OpenCV Edge Detection,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getDefaultName,getDefaultName() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getDp,getDp() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getLevels,getLevels() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getMaxAngle,getMaxAngle() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getMaxBufferSize,getMaxBufferSize() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getMaxScale,getMaxScale() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getMinAngle,getMinAngle() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getMinDist,getMinDist() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getMinScale,getMinScale() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getPosThresh,getPosThresh() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getScaleStep,getScaleStep() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getScaleThresh,getScaleThresh() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.getXi,getXi() -> retval,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.read,read(fn) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.save,save(filename) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setAngleEpsilon,setAngleEpsilon(angleEpsilon) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setAngleStep,setAngleStep(angleStep) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setAngleThresh,setAngleThresh(angleThresh) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setCannyHighThresh,setCannyHighThresh(cannyHighThresh) -> None,OpenCV Edge Detection,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setCannyLowThresh,setCannyLowThresh(cannyLowThresh) -> None,OpenCV Edge Detection,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setDp,setDp(dp) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setLevels,setLevels(levels) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setMaxAngle,setMaxAngle(maxAngle) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setMaxBufferSize,setMaxBufferSize(maxBufferSize) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setMaxScale,setMaxScale(maxScale) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setMinAngle,setMinAngle(minAngle) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setMinDist,setMinDist(minDist) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setMinScale,setMinScale(minScale) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setPosThresh,setPosThresh(posThresh) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setScaleStep,setScaleStep(scaleStep) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setScaleThresh,setScaleThresh(scaleThresh) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setTemplate,"setTemplate(templ[, templCenter]) -> None",OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.setXi,setXi(xi) -> None,OpenCV General,class_methods
Python,cv2,cv2.GeneralizedHoughGuil.write,write(fs) -> None,OpenCV General,class_methods
Python,cv2,cv2.GraphicalCodeDetector.decode,"decode(img, points[, straight_code]) -> retval, straight_code",OpenCV General,class_methods
Python,cv2,cv2.GraphicalCodeDetector.decodeBytes,"decodeBytes(img, points[, straight_code]) -> retval, straight_code",OpenCV General,class_methods
Python,cv2,cv2.GraphicalCodeDetector.decodeBytesMulti,"decodeBytesMulti(img, points[, straight_code]) -> retval, decoded_info, straight_code",OpenCV General,class_methods
Python,cv2,cv2.GraphicalCodeDetector.decodeMulti,"decodeMulti(img, points[, straight_code]) -> retval, decoded_info, straight_code",OpenCV General,class_methods
Python,cv2,cv2.GraphicalCodeDetector.detect,"detect(img[, points]) -> retval, points",OpenCV General,class_methods
Python,cv2,cv2.GraphicalCodeDetector.detectAndDecode,"detectAndDecode(img[, points[, straight_code]]) -> retval, points, straight_code",OpenCV General,class_methods
Python,cv2,cv2.GraphicalCodeDetector.detectAndDecodeBytes,"detectAndDecodeBytes(img[, points[, straight_code]]) -> retval, points, straight_code",OpenCV General,class_methods
Python,cv2,cv2.GraphicalCodeDetector.detectAndDecodeBytesMulti,"detectAndDecodeBytesMulti(img[, points[, straight_code]]) -> retval, decoded_info, points, straight_code",OpenCV General,class_methods
Python,cv2,cv2.GraphicalCodeDetector.detectAndDecodeMulti,"detectAndDecodeMulti(img[, points[, straight_code]]) -> retval, decoded_info, points, straight_code",OpenCV General,class_methods
Python,cv2,cv2.GraphicalCodeDetector.detectMulti,"detectMulti(img[, points]) -> retval, points",OpenCV General,class_methods
Python,cv2,cv2.HOGDescriptor.checkDetectorSize,checkDetectorSize() -> retval,OpenCV General,class_methods
